phecode,rank,description,group,cases,ctrls,total,case_p,LR_AUCROC,RF_AUCROC,XGB_AUCROC,P2V_AUCROC,WP2V_AUCROC,LR_F1,RF_F1,XGB_F1,P2V_F1,WP2V_F1,LR_AUCPR,RF_AUCPR,XGB_AUCPR,P2V_AUCPR,WP2V_AUCPR
phecode_531,192,Peptic ulcer (excl. esophageal),digestive,231,7244,7475,0.03090301003344481,0.601867538414669,0.6273716416915783,0.6195635151088178,0.5544776652259182,0.6279467906852758,0.1367622085918486,0.15018563682104522,0.14981070279797687,0.11600531072115411,0.20537056964493228,0.05992173758810364,0.0719044385455792,0.07770497282318285,0.05251434549179637,0.10471696431775605
phecode_707.2,193,Chronic ulcer of leg or foot,dermatologic,213,6704,6917,0.03079369668931617,0.7289722414293043,0.7918797258715679,0.7813498148685121,0.7803239243414449,0.8352619722079717,0.25584623447606847,0.28682725282515953,0.2947681710598342,0.19234202353991797,0.3812404739698529,0.14199780909478496,0.15948057382584496,0.1843016247976067,0.10154877849190061,0.26466170976571074
phecode_290.3,194,Other persistent mental disorders due to conditions classified elsewhere,mental disorders,203,6630,6833,0.02970876628128201,0.798381983260876,0.7773672847721291,0.8104715641912874,0.7596702451719752,0.8102667613048236,0.3541295375979635,0.3859505222510674,0.39582534226833654,0.19347610612470048,0.4159051864123984,0.27939917693881955,0.2690028570827339,0.2867176010881941,0.09960902724309638,0.30983565131764823
phecode_189,195,Cancer of urinary organs (incl. kidney and bladder),neoplasms,221,7254,7475,0.02956521739130434,0.901536027342479,0.88622530719304915,0.9054976813041329,0.7384712255679997,0.8724250304895467,0.7562020801538247,0.791642473898269,0.7857066475572511,0.16064239790204377,0.60479689808977255,0.6759830396586136,0.7037322623268163,0.7088295134830542,0.08221810176037789,0.5037150469021123
phecode_580.31,196,Nephritis and nephropathy in diseases classified elsewhere,genitourinary,127,4201,4328,0.02934380776340111,0.9176846590909091,0.9415460643741075,0.9303876874107567,0.9398322227510709,0.9501569193241313,0.6410416901226713,0.6796607459135195,0.6637758223793212,0.5249738593389854,0.6223446264478845,0.6249694355678284,0.6644920175516351,0.6564525638421805,0.4958010577170076,0.5726023012171975
phecode_530.2,197,Esophageal bleeding (varices/hemorrhage),digestive,179,5974,6153,0.02909150008126117,0.8588795893315478,0.9260229513075178,0.9054763233270097,0.9233995461816018,0.9436543540527471,0.46646856004725257,0.534891141568539,0.5297209128499879,0.47032507000507895,0.547293388632596,0.3842858230911202,0.4747907621582944,0.45485375168320097,0.3390976712044402,0.5022455743580405
phecode_290.1,198,Dementias,mental disorders,197,6630,6827,0.0288560128899956,0.8080021938845469,0.8145405792464616,0.824797903621433,0.7925673019790667,0.8546399134634428,0.49501256159340123,0.5520645250383296,0.5480308792803914,0.25972309130619514,0.5361721355525761,0.4204369566336583,0.4802418900777603,0.4608556164475268,0.15316405599815958,0.46408282606404183
phecode_278.11,199,Morbid obesity,endocrine/metabolic,209,7050,7259,0.02879184460669513,0.820568591691996,0.8515639311043566,0.8579673083417764,0.7957617021276596,0.884693009118541,0.4719802606351619,0.49014496141661856,0.5399261039279999,0.26803129218811145,0.5043048996335426,0.38737062594112065,0.3852863740231752,0.44207170772974347,0.14396476440337755,0.4068827030605539
phecode_041.2,200,Streptococcus infection,infectious diseases,155,5239,5394,0.02873563218390804,0.5286489528283421,0.663143961636328,0.6059138285378743,0.6704443139557643,0.6756625562732433,0.10179778121729353,0.11754765295716997,0.09981826654041115,0.12035754903926758,0.13934854459689813,0.049675092336687814,0.0606366776136796,0.04773931694019715,0.06293809644236141,0.07132561084489916
phecode_569,201,Other disorders of intestine,digestive,205,6987,7192,0.02850389321468298,0.6770587303616185,0.7232656815289455,0.7006825848472554,0.7446618613878994,0.7579659443928843,0.22993651713697588,0.2378296098700724,0.2450758567502891,0.20611996865016194,0.27821327292495196,0.14400568886137108,0.14614626115168425,0.15085071399729233,0.11558031370878608,0.17055823056901254
phecode_198.2,202,Secondary malignancy of respiratory organs,neoplasms,199,6789,6988,0.02847738981110475,0.9199502209131075,0.9176432989690722,0.9256561119293079,0.8738821796759941,0.9385835051546392,0.7078944035249195,0.7127011547992027,0.716991354115319,0.43857000206463576,0.6887249725773391,0.6882237614672372,0.6749397961743304,0.7057953840089752,0.349952882176652,0.6733220568347704
phecode_574,203,Cholelithiasis and cholecystitis,digestive,208,7151,7359,0.02826470987905965,0.5792891445104112,0.6038343228360007,0.6016899522457408,0.6270715023231802,0.6480333634486319,0.10766843200437505,0.10285643699994498,0.11757458276075922,0.11939306610608555,0.16663290168484768,0.04812306377979351,0.048613301453173705,0.06259369379101798,0.05289820617659614,0.07947847712084208
phecode_286.7,204,Other and unspecified coagulation defects,hematopoietic,165,5683,5848,0.02821477428180574,0.5676182562763369,0.6120910100641835,0.616373799208092,0.6338489778961023,0.6357210686518064,0.1049406037599398,0.11054425183872098,0.11182332350783136,0.14380167688506995,0.12617961606880476,0.04742646243786436,0.05373205111960509,0.05599610463260141,0.06669567144778828,0.05508806242753632
phecode_571.81,205,Portal hypertension,digestive,188,6526,6714,0.02800119154006553,0.9342626221790417,0.9645617203852348,0.9613017651162943,0.9560377149340445,0.9783650993407711,0.6877583226214052,0.7331319422748929,0.705784010193281,0.6492584982890762,0.7103584075351638,0.6207065080563618,0.7243139439413817,0.7006935735198723,0.5822784456902392,0.6931682791797671
phecode_288,206,Diseases of white blood cells,hematopoietic,201,7040,7241,0.02775859687888413,0.5284695657065707,0.601995105760576,0.5572249099909992,0.6028777565256526,0.6308261138613862,0.07946808814995968,0.0946592227165147,0.0825998951128859,0.08674883325396333,0.11774719165200866,0.03735080034047994,0.04545058009095243,0.04011365772285806,0.0417014728137766,0.05599464854616655
phecode_797.1,207,Cardiogenic shock,symptoms,203,7122,7325,0.02771331058020477,0.5653530072517634,0.5972892611130383,0.6278566551585532,0.700872744492349,0.7039146857844514,0.079716963488768,0.08135096220021797,0.09404203249244594,0.13176795222444898,0.14220001390744483,0.03677384247133553,0.040243243506844134,0.04425835915790299,0.06492242091336876,0.07303972471721265
phecode_509.2,208,Respiratory insufficiency,respiratory,131,4623,4754,0.02755574253260412,0.5273946209499842,0.6045893624829611,0.5794681241480549,0.6383191779385551,0.6445888382090804,0.09434292997481797,0.08778581966431598,0.09719142183392424,0.11323741334612891,0.10682304879669709,0.03965430934722576,0.042978621072433915,0.04813246066939923,0.05039821942441047,0.04946202346309562
phecode_349,209,Other and unspecified disorders of the nervous system,neurological,169,5969,6138,0.02753339850114043,0.6027638190954774,0.6707336683417086,0.6436878510198049,0.7039345748349591,0.7281915459651197,0.13594728908533382,0.14397942994038238,0.11761498729296548,0.1749338189226896,0.17824944001820708,0.06730312782771034,0.08320151997879176,0.057663075609797804,0.08460452316321537,0.08944355313394521
phecode_153.2,210,Colon cancer,neoplasms,194,6868,7062,0.02747097139620504,0.8806214687569424,0.8818652468642862,0.8904837315144493,0.7210958937009528,0.8609685437919171,0.7147809625113912,0.7761650954209232,0.7738680729918069,0.15571346808916395,0.5683682493186087,0.6340673459223182,0.6531176853407669,0.6728756362582335,0.08264658135600451,0.44724477390581663
phecode_198.5,211,Secondary malignancy of brain/spine,neoplasms,191,6789,6980,0.02736389684813753,0.9257793323514972,0.9393748465881198,0.9426561732940599,0.8945701399116348,0.9388260922925871,0.7581735253707313,0.7854721129979603,0.777743172640977,0.4704956415119271,0.7147641741005257,0.7186490281603302,0.7517253325314256,0.7616225914858124,0.4063915092768011,0.7209026726160837
phecode_284.1,212,Pancytopenia,hematopoietic,135,4800,4935,0.02735562310030395,0.7337426470588235,0.8084454656862745,0.7935539215686275,0.7720557598039216,0.8352696078431373,0.29586113017866317,0.308928694004881,0.314026212100817,0.216364030128432,0.33757414277882714,0.19106511875721607,0.20693953000642695,0.20038861145521175,0.16155595995967914,0.23122728351052804
phecode_577,213,Diseases of pancreas,digestive,204,7271,7475,0.02729096989966555,0.6985368267218879,0.747652829008391,0.7269172382924567,0.7238942276580599,0.7758444962143273,0.28837156682871484,0.3270359772562529,0.34145377080157713,0.15936728883682286,0.3533759235746864,0.18353216607260794,0.20136179389647507,0.2357630585954158,0.07267022912416693,0.2123626294491618
phecode_532,214,Dysphagia,digestive,165,5974,6139,0.02687734158657762,0.6401295170639034,0.6346586210930095,0.6464648012875069,0.6692071264636719,0.6984946817736295,0.14763576680002052,0.11193900276984423,0.13601793053948924,0.1134917249008483,0.2005531644541772,0.0770335936105653,0.05173629150037357,0.06988170988862508,0.062048571399435905,0.1191638747447403
phecode_740.9,215,Osteoarthrosis NOS,musculoskeletal,199,7228,7427,0.02679412952740002,0.691079413392363,0.7303610957387936,0.7259153292750415,0.6248234643054786,0.7185437188710571,0.2711053386557185,0.3408180442885214,0.3243491359083195,0.10156390087222754,0.29719195048266955,0.1571484137258877,0.18237090146750828,0.18126306131241224,0.046582617660891716,0.17866483062183108
phecode_990,216,Effects radiation NOS,injuries & poisonings,166,6057,6223,0.02667523702394343,0.7462427458264885,0.8000258544909251,0.7780664420640634,0.7332190432247312,0.8090339568906196,0.28123627844399474,0.31674359187735346,0.35078833139606935,0.16355021650718482,0.2784852328789028,0.17723624861727166,0.19937835946190002,0.24080003492606714,0.08291405528478768,0.2002996352306362
phecode_479,217,Other upper respiratory disease,respiratory,195,7129,7324,0.02662479519388312,0.7627870166299339,0.8095955577181784,0.8001648681913158,0.7844683287059564,0.8151449752411484,0.4202061508095948,0.432806966699364,0.4758009496352819,0.24288115565291904,0.42688059996920247,0.33103763400379566,0.31760236224602933,0.36990045493935264,0.15046364505127383,0.3165742937080799
phecode_348.2,218,Cerebral edema and compression of brain,neurological,162,5969,6131,0.02642309574294568,0.7555632069814091,0.7572301838410158,0.7501373120747772,0.7902177554438861,0.7906441673387514,0.25653788289466656,0.29538417598938993,0.2689869194339688,0.28425892608393105,0.280904666662818,0.15864112348898404,0.15549536328335198,0.16145668699183083,0.16937562931147,0.1652274162095938
phecode_198.6,219,Secondary malignancy of bone,neoplasms,183,6789,6972,0.02624784853700516,0.8866097842095153,0.8967136774028303,0.8959143881667414,0.8544137798552859,0.9144973426394314,0.6883776341805756,0.719471056482638,0.7023307903468764,0.42586094977555206,0.6892448893387818,0.6465321563507829,0.6700822230567586,0.6540531507937204,0.3224761522501313,0.6538738892152967
phecode_964,220,Poisoning by agents primarily affecting blood constituents,injuries & poisonings,176,6564,6740,0.02611275964391691,0.5548773267409007,0.6453065273392056,0.6189367971303529,0.6036473048584566,0.6892720624896128,0.11454145103827076,0.10998161764479443,0.1276795606104803,0.084405941858532,0.1614257090044139,0.04946647687862027,0.05078084206602277,0.07564632166293035,0.039736109404712665,0.0798188463970158
phecode_041.11,221,Methicillin sensitive Staphylococcus aureus,infectious diseases,140,5239,5379,0.02602714259155977,0.5929544711014176,0.6438955834242094,0.6366859323882225,0.5773255179934569,0.604675572519084,0.11477592320158651,0.10018817299307226,0.10905613850195305,0.092787409865072,0.1576859403754277,0.049784882837668756,0.043869856582463763,0.05039223581645593,0.04182424906114608,0.07492779507164576
phecode_338,222,Pain,neurological,189,7286,7475,0.02528428093645485,0.6263221462935405,0.7129754251123279,0.7102093416357254,0.7007946024820492,0.758172703237644,0.15073429787160658,0.15535546526488522,0.19221376042997598,0.13063909902292647,0.20293729730467389,0.07639558498634691,0.08367458547574504,0.09517445110820379,0.0638459390606554,0.12892556834204538
phecode_656,223,Other perinatal conditions of fetus or newborn,pregnancy complications,188,7287,7475,0.0251505016722408,0.9982179975243478,0.9994891047948244,0.9990546979003667,0.8675350912020926,0.8912271994768433,0.9396107505219659,0.949632630823292,0.9455721281280858,0.6133764051460429,0.7150299511972815,0.9292288444684526,0.9781798243161873,0.9498290668261674,0.49220461901200374,0.6802418161415668
phecode_964.1,224,Anticoagulants causing adverse effects,injuries & poisonings,169,6564,6733,0.02510025248774692,0.565964082159372,0.6376470588235295,0.6084270710112198,0.6063067713374198,0.689078753987884,0.11466506645758848,0.11433729542642916,0.12374082789969351,0.08114932817691495,0.15014108761437847,0.04908289323862036,0.04988447173032085,0.057680152117771916,0.03799417992138024,0.07113414804811365
phecode_276.6,225,Fluid overload,endocrine/metabolic,122,4800,4922,0.02478667208451849,0.5126113387978142,0.6014200819672131,0.5557677595628415,0.5421577868852459,0.5835635245901639,0.08290773697586284,0.1067239961274491,0.07230759534107152,0.080416088409254,0.0942091766782933,0.03559712501088431,0.043475905288251585,0.03383381337129854,0.03349117812932494,0.0459053029024941
phecode_250.7,226,Diabetic retinopathy,endocrine/metabolic,180,7108,7288,0.02469813391877058,0.8723021009191522,0.934803664103045,0.93444741449384106,0.8983777277558932,0.9518705058463078,0.5005615193412848,0.5106769766906416,0.5291475819302438,0.29828316963759227,0.5134639850810193,0.4235428871622726,0.4077980983102462,0.4266242416265635,0.19021629439506663,0.45750957585471347
phecode_573.4,227,Acute and subacute necrosis of liver,digestive,165,6526,6691,0.02465999103273053,0.6407456365455694,0.6646455881755646,0.6376883568598636,0.6527930908432996,0.6533871926566209,0.21434536878023058,0.28234053333700015,0.23360407505917383,0.21318622261797354,0.135554395856602,0.13408791184100383,0.1949531824771172,0.1565835126955392,0.13817020201925653,0.05928594664650045
phecode_250.14,228,Type 1 diabetes with neurological manifestations,endocrine/metabolic,126,4984,5110,0.02465753424657534,0.9841537364009274,0.989498140080002,0.9807641595964228,0.9697992305536447,0.9907048587225152,0.8738126553738998,0.8739882413975519,0.8780977173338329,0.6977038789425367,0.8730814072164133,0.9029633293464348,0.9182178658221514,0.8754877337246197,0.7237385360393089,0.8951071296540437
phecode_599.2,229,Retention of urine,genitourinary,180,7133,7313,0.02461370162723916,0.6100420521446593,0.6108379279195091,0.6109274834127651,0.6024169080771268,0.6507703329906862,0.12118061215078188,0.09004596140741422,0.12100197442066549,0.09336572368362213,0.18836061976413776,0.05321682882724104,0.04441662186167805,0.05996306975110725,0.04533398890743417,0.08955736158474399
phecode_172,230,Skin cancer,neoplasms,183,7292,7475,0.02448160535117057,0.776001842400248,0.8028235230985714,0.808924163466813,0.6681041164826254,0.7561025781678552,0.48158948359669024,0.5590603155593449,0.547561550766283,0.14811446147930524,0.4203258101198287,0.37104876410787335,0.4634088720091758,0.43514066954008707,0.074671830960196,0.2851989117694366
phecode_783,231,Fever of unknown origin,symptoms,182,7293,7475,0.02434782608695652,0.618966665360962,0.61074328742275,0.6147928298737183,0.6474187726175662,0.6852258517462795,0.12305001963652687,0.14313668923987063,0.11874494814346157,0.12789080058853694,0.1394392485000623,0.055875870750078944,0.07245489683229163,0.06289082541437088,0.06647510696130214,0.062068239496326394
phecode_560.1,232,Paralytic ileus,digestive,163,6589,6752,0.0241409952606635,0.5597849661349421,0.5587131277989563,0.5600601428624301,0.6175298863762537,0.600834597875569,0.08890321178721879,0.06584450785221929,0.07261337065294945,0.09641478635843617,0.09622487847705656,0.038462371704501445,0.030636149235743135,0.036000384794889914,0.03967683718882124,0.0385275820296655
phecode_452.2,233,Deep vein thrombosis [DVT],circulatory system,157,6384,6541,0.02400244610915762,0.6403179626280892,0.6486009327115256,0.6784728831572603,0.6123385996637163,0.6694536975349766,0.11710187788729745,0.11490528119523793,0.12486005915124618,0.08442595031067046,0.1340071514643219,0.051930781586538785,0.05257943437365074,0.07184191227032781,0.040683869831300394,0.07252283157011682
phecode_198.4,234,Secondary malignant neoplasm of liver,neoplasms,166,6789,6955,0.02386772106398274,0.8833105026882198,0.9054429795766276,0.8902049434852813,0.8714825132636584,0.9200131305782777,0.6322061010910444,0.6597254766127497,0.6517620370382918,0.41768032537465066,0.6595123250392184,0.5884654274511498,0.6195040901448091,0.6301627153936074,0.3326716535516115,0.6227639803064595
phecode_041.12,235,Methicillin resistant Staphylococcus aureus,infectious diseases,128,5239,5367,0.02384945034469908,0.6303470896946565,0.7525984017175573,0.7212735567748092,0.6713448234732824,0.7267205391221374,0.18966609141647178,0.20163212609778855,0.19892134551998253,0.12164071842212426,0.21843024619733753,0.10884620006152676,0.10787242755946833,0.109786499273768,0.05845769341481799,0.14818947180073108
phecode_296.1,236,Bipolar,mental disorders,149,6112,6261,0.023798115317042,0.9231184554973823,0.9500879144851657,0.923849040139616,0.7856832460732984,0.9167002617801048,0.7458537936273528,0.7867656325588259,0.7869738899191566,0.2645533712172887,0.6082439750749368,0.6869162836903725,0.7664941130340546,0.7213814844934779,0.17236261340897824,0.5971160926254484
phecode_420.2,237,Pericarditis,circulatory system,166,6842,7008,0.02368721461187214,0.7173281257153725,0.7252628168329559,0.7422433375712731,0.7257326294361897,0.7411364252684517,0.23691725563209137,0.2726477254913616,0.28796629547493635,0.1628873095061979,0.303309187655994,0.13053722517173522,0.15954218599441744,0.17298979267441325,0.08166691390408631,0.18017034775444382
phecode_071,238,Human immunodeficiency virus [HIV] disease,infectious diseases,164,6821,6985,0.023478883321403,0.9898159469721346,0.9853769368828252,0.98509574475692,0.9017522220077082,0.9864280555734317,0.969856359186106,0.9030797639632047,0.9698011738322477,0.38472476075256173,0.9007582788938454,0.9473151449373123,0.9409179996932673,0.9500100751764051,0.33894804901100645,0.9333726874378546
phecode_433.2,239,Occlusion of cerebral arteries,circulatory system,152,6333,6485,0.02343870470316114,0.5513519352533529,0.5537076429627906,0.5686335648879065,0.6490278031675336,0.6586679241520284,0.07739508506862879,0.07482912693003507,0.09123210032269258,0.09675745613916957,0.1236608132096261,0.03882119030897062,0.037841473252141544,0.04323868564642434,0.05267528090185062,0.059762349227241454
phecode_426.2,240,Atrioventricular [AV] block,circulatory system,103,4293,4396,0.02343039126478617,0.75373643008133,0.7772343341334957,0.7852822363942532,0.8039016875067178,0.8332109204256386,0.23400988290555524,0.26903744443834404,0.23683845807006276,0.2150282137635613,0.29876902270824324,0.15607794101920178,0.15778089903510997,0.13836000947987578,0.10049923385206509,0.18994316056273544
phecode_204,241,Leukemia,neoplasms,166,7034,7200,0.02305555555555555,0.9177173864636824,0.9010886879905177,0.9090808499850982,0.8234424190934908,0.9180322084470951,0.8161349022710828,0.8253042715374257,0.83679761476219094,0.34256129383937417,0.6742913054002238,0.7483457054701882,0.7711736463233057,0.7568980082372225,0.28380061564617265,0.6759978141680858
phecode_345.1,242,Epilepsy,neurological,140,5969,6109,0.02291700769356687,0.8353328547499401,0.8872658530748982,0.8743558267528118,0.82536922708782,0.8971964584828906,0.4967934707122146,0.5610581162009081,0.5317165402514932,0.2770193895552756,0.5477508227741077,0.42540175189226564,0.5363461803349393,0.482232259795462,0.19164471028242094,0.48583819659190924
phecode_575,243,Other biliary tract disease,digestive,166,7151,7317,0.02268689353560202,0.6427508692488073,0.7378866135683674,0.6781890986765855,0.7356675022236597,0.7715391768415946,0.1760947731530037,0.22032882782723132,0.18880726910929935,0.1593086139084539,0.2842597526067136,0.08455546386039142,0.1315763540437863,0.09829334595330003,0.07521010028505234,0.18271426219637527
phecode_288.2,244,Elevated white blood cell count,hematopoietic,163,7040,7203,0.0226294599472442,0.5286148835920178,0.5950356845898005,0.5783888234478936,0.5871317211751663,0.6202265798226164,0.06980648676846016,0.08024746910363176,0.07151618009114362,0.07678934135602691,0.10323583182320976,0.03312849674479226,0.03499905684320637,0.033107390896496836,0.032334251398593444,0.04578282223893396
phecode_287.32,245,Secondary thrombocytopenia,hematopoietic,130,5683,5813,0.0223636676414932,0.5527605153467223,0.5978579548530287,0.5870862880961403,0.644006387700969,0.6797028095057652,0.08186254768484194,0.07643817484285995,0.08242902188192848,0.09699968105799296,0.1457336465478566,0.03761866406753351,0.03768126415991887,0.037557606318915984,0.041416704165132254,0.0733936445200076
phecode_433.21,246,"Cerebral artery occlusion, with cerebral infarction",circulatory system,144,6333,6477,0.0222325150532654,0.54603703996070585,0.5678921955583622,0.5742351682279059,0.6539583552608498,0.6638367013998526,0.07166386734478092,0.08447574232258344,0.08188201405322995,0.09566653306907358,0.1256366223419526,0.030258063729226976,0.03578482431122274,0.03726422957696748,0.05179882671692033,0.053189235455324856
phecode_535,247,Gastritis and duodenitis,digestive,159,7068,7227,0.0220008302200083,0.5514728353140917,0.5535372453310696,0.5789760186757216,0.5780666383701188,0.6130199490662139,0.07955675559470048,0.06728576056484753,0.07435874144679289,0.084310707093412,0.11262293098562573,0.04032699019708947,0.03112087017930694,0.033613282632362934,0.03647237756416727,0.05345746694883887
phecode_502,248,Postinflammatory pulmonary fibrosis,respiratory,103,4623,4726,0.02179432924248836,0.7666518332446101,0.818270894330583,0.8170036764705882,0.7400277814745808,0.8391810287463402,0.5320660267818316,0.5299374760044526,0.5865271961007966,0.14932240802188534,0.4236068342922272,0.3977249744602314,0.38396008484991084,0.46695562914848293,0.06515319794423662,0.3397525631108071
phecode_519,249,"Other diseases of respiratory system, not elsewhere classified",respiratory,159,7259,7418,0.02143434888110003,0.5281318870523416,0.569879132231405,0.543709538567493,0.6209022038567493,0.6341628787878788,0.06776551841488912,0.05911527723881347,0.061752829868784616,0.09204616175420635,0.09893567647696933,0.028500655572764343,0.0296450589812255,0.028945056849510275,0.04517883523582662,0.04292224706000067
phecode_338.2,250,Chronic pain,neurological,159,7286,7445,0.02135661517797179,0.6320254597858908,0.7196812379906671,0.7301887180894867,0.7085369201207796,0.770138965138622,0.15251643337778625,0.1668487433279518,0.19387438290518455,0.12864245037119235,0.20125262075714873,0.07443095400335674,0.08600233889648799,0.098741405487702,0.06404942594099948,0.11370934262415053
phecode_599,251,Other symptoms/disorders or the urinary system,genitourinary,155,7133,7288,0.02126783754116355,0.5794321882210864,0.6211002925679124,0.6097061381754401,0.6326525917779071,0.6685119291511218,0.08526712303714326,0.0854316983652844,0.08749559676847701,0.08228866288352199,0.1327448102252478,0.038882536230227506,0.038238466164744765,0.04096409637096556,0.04363033977473751,0.07161290527234097
phecode_585.34,252,"Chronic Kidney Disease, Stage IV",genitourinary,91,4201,4292,0.02120223671947809,0.878768391863088,0.8884547730894191,0.9017274382799081,0.839948885623823,0.8865115990315171,0.5343577588476471,0.5144734204669209,0.566740142519064,0.3162228506849837,0.46405800840475564,0.5153009078425435,0.4754900575854958,0.5213579345981554,0.21987104928408757,0.42568402584300435
phecode_441,253,Vascular insufficiency of intestine,circulatory system,137,6355,6492,0.02110289587184227,0.599317773460658,0.595873806331573,0.62133508450306,0.6579550533103492,0.6623680922282723,0.10946331840664919,0.07050937578547509,0.1012429692032799,0.09723824467722034,0.14677293110766843,0.044938906463185,0.03197991617775326,0.04784950557690625,0.04110591305607583,0.05987031194480953
phecode_411.1,254,Unstable angina (intermediate coronary syndrome),circulatory system,102,4746,4848,0.02103960396039604,0.8561513100815548,0.9145088123745073,0.9140948414764136,0.8364220024292902,0.8139725506721862,0.4298623478894814,0.4995210647421776,0.5216994348651817,0.26851279117438115,0.24253114951001353,0.30104735765725255,0.4308095713132556,0.4557932173730057,0.16852744717661303,0.1466241068896484
phecode_963,255,Poisoning by primarily systemic agents,injuries & poisonings,141,6564,6705,0.02102908277404921,0.7267496202075341,0.758876200530422,0.7655764262601814,0.7799727064397353,0.807074868467355,0.20620663038331943,0.2483947584770211,0.22649114101835632,0.23100015468141655,0.3032409328229853,0.10244090081605069,0.1363414603994842,0.1286901447329279,0.13669599225039503,0.17327058269135115
phecode_394.7,256,Disease of tricuspid valve,circulatory system,133,6212,6345,0.02096138691883372,0.6817579840655064,0.7338824230425465,0.756964613506838,0.8072589403273395,0.8354143641099077,0.15801687231782183,0.1687700132800786,0.18195502436762195,0.17257097712082795,0.23161711098223337,0.09482804962263586,0.0841732926451568,0.10256731096362401,0.08780266514603359,0.1288809099628112
phecode_573.2,257,Liver replaced by transplant,digestive,139,6526,6665,0.02085521380345086,0.9939637056170921,0.9926347357821461,0.9949365176656013,0.9723282693402215,0.994086948907666,0.91525185518611,0.9144827349050372,0.9408173951878067,0.6560067648745048,0.8531588386405979,0.957635194536504,0.9433483391539051,0.9694743963815123,0.6330163128192089,0.8943274938551257
phecode_710.1,258,Osteomyelitis,musculoskeletal,150,7101,7251,0.02068680182043856,0.6910975312118652,0.7658601332957852,0.7812830188679245,0.6488384492631184,0.7313530460903033,0.18441231510812378,0.19907622234677952,0.21154370183234755,0.09886022706142515,0.2452810393409265,0.09658870329781491,0.11229929870660127,0.11437839474281919,0.04811693026536833,0.13257901211411624
phecode_710,259,"Osteomyelitis, periostitis, and other infections involving bone",musculoskeletal,150,7101,7251,0.02068680182043856,0.6910975312118652,0.7658601332957852,0.7812830188679245,0.6578068149816954,0.7407960199004975,0.18441231510812378,0.19907622234677952,0.21154370183234755,0.10171093921040018,0.24718514289840995,0.09658870329781491,0.11229929870660127,0.11437839474281919,0.050243519334526116,0.1343148592593475
phecode_292,260,Neurological disorders,mental disorders,140,6630,6770,0.0206794682422452,0.557499245852187,0.5929965524671407,0.591956690368455,0.6781297134238311,0.6656936005171299,0.06917186015487359,0.06253193115684824,0.06868163642296093,0.100431563699597,0.10490684026686418,0.029029698607217415,0.03009161358899465,0.03196680776319484,0.04675662409355224,0.06326969597528648
phecode_496.1,261,Emphysema,respiratory,120,5688,5808,0.02066115702479339,0.8011363103609939,0.8185290670417252,0.8352678152836381,0.6810530942334739,0.7743108298171589,0.415132220237259,0.4350111336253072,0.46136987914908406,0.10282651843159968,0.2795122482568803,0.28239449129350436,0.31511120758326966,0.36565002187955264,0.04947212877377535,0.18897647311700733
phecode_440.21,262,Atherosclerosis of native arteries of the extremities with ulceration or gangrene,circulatory system,134,6355,6489,0.02065033132994298,0.822278162366268,0.8435212233358068,0.8659733898161803,0.850793702976621,0.8970928867306012,0.2884456684033823,0.32129993040199895,0.3198690711664773,0.18186627297452607,0.4107752123914749,0.15838592387222594,0.20540822863804584,0.22490001076775534,0.10789110809416573,0.3167653760436211
phecode_427.7,263,Tachycardia NOS,circulatory system,90,4293,4383,0.02053388090349076,0.5570092635719092,0.5980313615898153,0.6045246597319257,0.583443564663872,0.5168534906588004,0.09178916761306477,0.0695375286438379,0.09362633211248941,0.09391240612357936,0.06764863155892599,0.03878111848131313,0.03135366405213115,0.04367141275394431,0.03509067359444381,0.030189145964854835
phecode_851,264,Complications of transplants and reattached limbs,injuries & poisonings,137,6592,6729,0.02035963739039976,0.8664221893907414,0.926888762839454,0.9367001723652737,0.8789428556352892,0.9427690129449837,0.3955603576529351,0.44149828596560353,0.44595672498855676,0.2461778744670876,0.43851768389820023,0.2816869906582972,0.30949382042319595,0.3103757698450484,0.14939973552542044,0.3167574322495878
phecode_963.1,265,Antineoplastic and immunosuppressive drugs causing adverse effects,injuries & poisonings,136,6564,6700,0.02029850746268656,0.7213161361436713,0.7513012151844285,0.7589438380471017,0.7796160877513711,0.8174019607843137,0.19200059491530558,0.2585000188850055,0.22916437503628398,0.23017321843353888,0.2948169068726166,0.09244313339975946,0.15215907534793208,0.1278972554268466,0.13131391013671398,0.17390323281600545
phecode_295,266,Schizophrenia and other psychotic disorders,mental disorders,126,6112,6238,0.02019878166078871,0.8888234438627108,0.8986100723011718,0.8854839296102385,0.749943904263276,0.8887543630017453,0.8086693960511243,0.8168078518510645,0.8279851599607998,0.22988092909002428,0.6420667506006961,0.75599082779167,0.7317518596645424,0.7287650198754642,0.12209394278983206,0.6059844060333103
phecode_962,267,Poisoning by hormones and synthetic substitutes,injuries & poisonings,135,6564,6699,0.02015226153157187,0.6030245187654587,0.6480611714521275,0.6732809531490841,0.7051770799727569,0.7378799691723125,0.10706315117182925,0.09427821713164894,0.10780058618142244,0.11310899522098292,0.1532345283554758,0.0499035456632113,0.04303247739546141,0.05216426452395553,0.05142350829752389,0.06780844443662848
phecode_536,268,Disorders of function of stomach,digestive,145,7068,7213,0.02010259254124497,0.7026904977866673,0.81210123186889,0.8011801210937197,0.7038595715980185,0.761319006752409,0.32484156807590414,0.4167417827242736,0.43316972845049423,0.24410354503032275,0.4004876046130327,0.24784917914284837,0.3122264734288689,0.33122760424026204,0.12422669321904489,0.2622284548486715
